label,F1-score
1-Benz,0.8571428571428572
2-Hex,0.8985507246376812
3-Ethyl,0.9090909090909092
4-Rose,0.7346938775510204
5-Lem,0.7058823529411765
6-Ger,0.721311475409836
7-Cit,0.627450980392157
8-Van,0.9302325581395348
